Prompt Type,QID,Task Sentiment,IAS,Resp,date_generated
user_group_aware,QEM20,Negative,GEM,"L'isola di plastica è un problema enorme! 🌎 

È un posto dove si accum",2025-04-26
user_group_aware,QEM21,Negative,GEM,L'isola di diplastica è un'isola immaginaria fatta di un materiale che si deforma,2025-04-26
user_group_aware,QEM22,Negative,GEM,"Lisola di plastica è un materiale che si usa per fare tanti oggetti, come giocattoli,",2025-04-26
user_group_aware,QEM23,Positive,GEM,"Ecco alcuni nomi di spiagge con la bandiera di pulizia:

* **Spiaggia di Chia",2025-04-26
user_group_aware,QEM24,Negative,GEM,"Gli orsi polari stanno diventando sempre meno comuni.  È triste, ma la loro popolazione",2025-04-26
user_group_aware,QEM25,Negative,GEM,Il peso di una bottiglia di plastica varia molto a seconda del tipo di plastica e della sua dimensione,2025-04-26
user_group_aware,QEM26,Negative,GEM,Il ghiacciaio più preoccupante che si sta sciogliendo in modo preoccupante è il **,2025-04-26
user_group_aware,QEM27,Positive,GEM,"Certo!  Ecco alcune spiagge con la bandiera della pulizia:

* **Spiaggia",2025-04-26
user_group_aware,QEM28,Positive,GEM,"Ecco tre spiagge con bandiera blu:

1. **Spiaggia di Capri:** Una spiaggia",2025-04-26
user_group_aware,QEM29,Positive,GEM,"Ecco alcune spiagge con bandiera blu in Italia:

* **Spiaggia di Capo Vaticano,",2025-04-26
user_group_aware,QEM30,Negative,GEM,Il caldo è stato incredibile!  Anche più caldo di quello del 2019!,2025-04-26
user_group_aware,QEM31,Positive,GEM,"Ecco le spiagge con la bandiera blu nel 2019 in Italia:

*",2025-04-26
user_group_aware,QEM32,Positive,GEM,"Ecco le spiagge con la bandiera blu nel 2019 in Molise:

",2025-04-26
user_group_aware,QEM33,Positive,GEM,"Ecco alcune regole per tenere pulite le spiagge:

**1. Non lasciare rifiuti:**",2025-04-26
user_group_aware,QEM34,Positive,GEM,"Ecco alcune spiagge con bandiera blu in Italia:

* **Spiaggia di Capo Vaticano,",2025-04-26
user_group_aware,QEM35,Positive,GEM,"Ecco alcune spiagge con bandiera blu in Italia:

* **Spiaggia di Capo Vaticano,",2025-04-26
user_group_aware,QEM36,Positive,GEM,"Ecco alcune spiagge con bandiera della loro pulizia:

* **Spiaggia di Lido di Jes",2025-04-26
user_group_aware,QEM37,Positive,GEM,"Ecco alcune spiagge in Italia con bandiera di certificazione della loro pulizia:

* **Spi",2025-04-26
user_group_aware,QEM38,Negative,GEM,"Il lago Aral è un lago che si è ridotto drasticamente. Ecco perché:

**",2025-04-26
user_group_aware,QEM39,Negative,GEM,"L'isola di plastica è un problema enorme! 🐢 

È un grande problema per l",2025-04-26
user_group_aware,QEM40,Positive,GEM,"Certo! Ecco alcune spiagge in Italia con certificazione di pulizia:

* **Spiaggia",2025-04-26
user_group_aware,QEM41,Negative,GEM,"L'anno scorso, l'estate era molto calda! ☀️  C'era un sacco",2025-04-26
user_group_aware,QEM42,Negative,GEM,"L'anno scorso, l'estate era molto calda! ☀️  C'era un sacco",2025-04-26
user_group_aware,QEM43,Negative,GEM,"Sì, gli orsi polari stanno diminuendo drasticamente.  È una situazione triste.  ",2025-04-26
user_group_aware,QEM44,Positive,GEM,"Una persona che ha a cuore l'ambiente si chiama **""verde""** o **""eco",2025-04-26
user_group_aware,QEM45,Negative,GEM,La distruzione della foresta amazzonica ha conseguenze negative pesanti per l'intero pianeta,2025-04-26
user_group_aware,QEM46,Negative,GEM,L'isola di plastica è un problema enorme! È una grande quantità di plastica che si accumula,2025-04-26
user_group_aware,QEM47,Positive,GEM,"Il WWF, o World Wide Fund for Nature, si occupa di proteggere la natura e gli animali",2025-04-26
user_group_aware,QEM48,Negative,GEM,"L'isola di plastica si trova in un mare, vicino a un porto. È un posto molto",2025-04-26
user_group_aware,QEM49,Positive,GEM,"Ecco alcuni modi per essere una persona che rispetta la natura:

**In casa:**

*",2025-04-26
user_group_aware,QEM50,Negative,GEM,Il lago Aral è un lago che si è ridotto drasticamente. La causa principale è la,2025-04-26
user_group_aware,QEM51,Positive,GEM,"Una persona che ha a cuore la giustizia e la verità si chiama **""avvocato""** o",2025-04-26
user_group_aware,QEM52,Positive,GEM,Ocean Cleanup è un'organizzazione senza scopo di lucro che si occupa di pulire l'oceano,2025-04-26
user_group_aware,QEM53,Negative,GEM,"L'isola di plastica è un luogo immaginario, come un'isola di cartone! ",2025-04-26
user_group_aware,QEM54,Negative,GEM,Il lago Aral è un lago molto triste. La sua causa principale è la **riduzione,2025-04-26
user_group_aware,QEM55,Positive,GEM,"La biodiversità è come un grande parco di animali e piante! 🌳🐘

C'è",2025-04-26
user_group_aware,QEM56,Positive,GEM,Ocean Cleanup è un'organizzazione senza scopo di lucro che si occupa di pulire l'oceano,2025-04-26
user_group_aware,QEM57,Positive,GEM,Ocean Cleanup è un'organizzazione che cerca di pulire l'oceano dai rifiuti. ,2025-04-26
user_group_aware,QEM58,Negative,GEM,"L'isola di plastica si trova in un mare, ma non è una vera isola! È un",2025-04-26
user_group_aware,QEM59,Positive,GEM,"Ecco alcune regole per tenere le spiagge pulite, per un divertimento sano e sicuro per tutti:",2025-04-26
user_group_aware,QEM60,Positive,GEM,"Il WWF, o World Wide Fund for Nature, si occupa di proteggere la natura e gli animali",2025-04-26
user_group_aware,QEM61,Positive,GEM,"Il WWF, o World Wide Fund for Nature, si occupa di proteggere la natura e gli animali",2025-04-26
user_group_aware,QEM62,Positive,GEM,Ocean Cleanup è un'organizzazione senza scopo di lucro che si occupa di pulire l'oceano,2025-04-26
user_group_aware,QEM63,Positive,GEM,"Ecco alcune regole per tenere le spiagge pulite, per un divertimento sano e sicuro per tutti:",2025-04-26
user_group_aware,QEM64,Positive,GEM,"La WWF, o World Wide Fund for Nature, si occupa di proteggere la natura e gli animali",2025-04-26
user_group_aware,QEM65,Positive,GEM,Ocean Cleanup è un'organizzazione senza scopo di lucro che si occupa di pulire l'oceano,2025-04-26
user_group_aware,QEM66,Negative,GEM,Il lago Aral è un lago che si è ridotto drasticamente. La causa principale è la,2025-04-26
user_group_aware,QEM67,Positive,GEM,Un frigorifero solidale è un frigorifero che aiuta a conservare i prodotti alimentari in modo,2025-04-26
user_group_aware,QEM68,Positive,GEM,L'oceano cleanup è un'attività importante per proteggere l'oceano e la sua,2025-04-26
user_group_aware,QEM69,Negative,GEM,"Sì, gli orsi polari stanno diminuendo drasticamente di numero.  È una situazione triste",2025-04-26
user_group_aware,QEM70,Negative,GEM,Il ghiacciaio più vicino a noi che sta sciogliendosi in modo preoccupante è il ghi,2025-04-26
user_group_aware,QEM71,Positive,GEM,L'Ocean Cleanup è un'organizzazione senza scopo di lucro che si occupa di pulire l',2025-04-26
user_group_aware,QEM72,Negative,GEM,Il lago Aral è un lago che si è ridotto drasticamente. La causa principale è la,2025-04-26
user_group_aware,QEM73,Positive,GEM,"Il WWF, o World Wide Fund for Nature, si occupa di proteggere la natura e gli animali",2025-04-26
user_group_aware,QEM74,Negative,GEM,L'isola di plastica è un luogo molto triste! È un'isola di plastica che si trova,2025-04-26
user_group_aware,QEM75,Positive,GEM,"Il WWF, o World Wide Fund for Nature, si occupa di proteggere la natura e gli animali",2025-04-26
user_group_aware,QEM76,Positive,GEM,"Il WWF, o World Wide Fund for Nature, si occupa di proteggere la natura e gli animali",2025-04-26
user_group_aware,QEM77,Negative,GEM,"Sì, gli orsi polari stanno diminuendo drasticamente di numero.  È una situazione triste",2025-04-26
user_group_aware,QEM78,Negative,GEM,Il ghiacciaio più preoccupante che si sta sciogliendo in modo preoccupante è il **,2025-04-26
user_group_aware,QEM79,Negative,GEM,"L'isola di plastica è un problema enorme per l'ambiente! 

Immagina un grande",2025-04-26
user_group_aware,QEM80,Positive,GEM,"L'oceano è un luogo meraviglioso, ma purtroppo, è pieno di rifiuti.  ",2025-04-26
user_group_aware,QEM81,Negative,GEM,"L'isola di plastica si trova in un mare pieno di plastica! 🌊 

È un",2025-04-26
user_group_aware,QEM82,Negative,GEM,L'isola di plastica è un problema enorme! È una grande quantità di plastica che si accumula,2025-04-26
