Prompt Type,QID,Task Sentiment,IAS,Resp,date_generated
baseline,QEM34,Positive,GEM,"Ecco alcune spiagge con bandiera blu in Italia:

* **Spiaggia di Cala Gonone",2025-04-26
baseline,QEM35,Positive,GEM,"Ecco alcune spiagge con bandiera blu in Italia:

* **Spiaggia di Cala Golor",2025-04-26
baseline,QEM36,Positive,GEM,"Ecco alcune spiagge con bandiera della loro pulizia:

* **Spiaggia di Chia, Sardegna",2025-04-26
baseline,QEM37,Positive,GEM,"Ecco alcune spiagge con bandiera di certificazione della loro pulizia:

* **Spiaggia di",2025-04-26
baseline,QEM38,Negative,GEM,"La riduzione del Lago Aral è causata da una combinazione di fattori, tra cui:

",2025-04-26
baseline,QEM39,Negative,GEM,"L'isola di plastica è un problema ambientale grave. 
",2025-04-26
baseline,QEM40,Positive,GEM,"Certo! Ecco alcune spiagge in Italia con certificazione di pulizia:

* **Spiaggia",2025-04-26
baseline,QEM41,Negative,GEM,"L'anno con temperature più alte è l'anno 2023. 
",2025-04-26
baseline,QEM42,Negative,GEM,"L'anno con temperature più alte è l'anno 2023. 
",2025-04-26
baseline,QEM43,Negative,GEM,"Sì, gli orsi polari stanno diminuendo drasticamente di numero. La loro popolazione è in",2025-04-26
baseline,QEM44,Positive,GEM,"Una persona che ha a cuore l'ambiente può essere definita come **""verde""** o",2025-04-26
baseline,QEM45,Negative,GEM,La distruzione della foresta amazzonica ha conseguenze negative devastanti per l'intero pianeta,2025-04-26
baseline,QEM46,Negative,GEM,"L'isola di plastica è un'area di accumulo di plastica nell'oceano, che",2025-04-26
baseline,QEM47,Positive,GEM,Il WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e la biodivers,2025-04-26
baseline,QEM48,Negative,GEM,"L'isola di plastica si trova nell'Oceano Atlantico, più precisamente nel Mar Med",2025-04-26
baseline,QEM49,Positive,GEM,"Sono un uomo che ama la natura.  La natura è la mia casa, la mia fonte di",2025-04-26
baseline,QEM50,Negative,GEM,La causa principale della riduzione del lago Aral è la **riduzione drastica delle risorse id,2025-04-26
baseline,QEM51,Positive,GEM,"""A cuore"" in italiano è un'espressione che si usa per indicare un'",2025-04-26
baseline,QEM52,Positive,GEM,Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere e rimuovere i rifi,2025-04-26
baseline,QEM53,Negative,GEM,"L'isola di plastica si trova nell'oceano, in un luogo che non è definito",2025-04-26
baseline,QEM54,Negative,GEM,La causa principale della riduzione del lago Aral è l'irrigazione eccessiva delle col,2025-04-26
baseline,QEM55,Positive,GEM,"La biodiversità è la varietà di vita su questa Terra. 🌎 

È la diversità",2025-04-26
baseline,QEM56,Positive,GEM,Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere i rifiuti oceanici,2025-04-26
baseline,QEM57,Positive,GEM,Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere i rifiuti oceanici,2025-04-26
baseline,QEM58,Negative,GEM,"L'isola di plastica si trova nell'oceano, in un luogo che non è definito",2025-04-26
baseline,QEM59,Positive,GEM,"Ecco alcune regole per tenere le spiagge pulite:

**1.  Riponi i rifi",2025-04-26
baseline,QEM60,Positive,GEM,Il WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e gli ecos,2025-04-26
baseline,QEM61,Positive,GEM,Il WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e la biodivers,2025-04-26
baseline,QEM62,Positive,GEM,Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere i rifiuti oceanici,2025-04-26
baseline,QEM63,Positive,GEM,"Ecco alcune regole per tenere le spiagge pulite:

**1.  Riponi i rifi",2025-04-26
baseline,QEM64,Positive,GEM,La WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e la biodivers,2025-04-26
baseline,QEM65,Positive,GEM,Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere i rifiuti oceanici,2025-04-26
baseline,QEM66,Negative,GEM,La causa principale della riduzione del lago Aral è la **riduzione drastica delle risorse id,2025-04-26
baseline,QEM67,Positive,GEM,Un frigorifero solidale è un frigorifero che utilizza un sistema di refrigerazione a base di soli,2025-04-26
baseline,QEM68,Positive,GEM,L'Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere i rifiuti,2025-04-26
baseline,QEM69,Negative,GEM,"Sì, gli orsi polari stanno diminuendo drasticamente di numero. 
",2025-04-26
baseline,QEM70,Negative,GEM,Il ghiacciaio più vicino a noi che sta sciogliendosi in modo preoccupante è il **,2025-04-26
baseline,QEM71,Positive,GEM,Ocean Cleanup è un'organizzazione no-profit che si occupa di raccogliere i rifiuti oceanici,2025-04-26
baseline,QEM72,Negative,GEM,La causa principale della riduzione del lago Aral è la **riduzione drastica delle risorse id,2025-04-26
baseline,QEM73,Positive,GEM,Il WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e gli ecos,2025-04-26
baseline,QEM74,Negative,GEM,"L'isola di plastica si trova nell'Oceano Pacifico, più precisamente nell'area",2025-04-26
baseline,QEM75,Positive,GEM,Il WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e gli ecos,2025-04-26
baseline,QEM76,Positive,GEM,Il WWF (World Wide Fund for Nature) si occupa di **proteggere la natura e gli ecos,2025-04-26
baseline,QEM77,Negative,GEM,"Sì, gli orsi polari stanno diminuendo drasticamente di numero. 
",2025-04-26
baseline,QEM78,Negative,GEM,Il ghiacciaio più preoccupante in termini di scioglimento è il **Ghiacciaio di,2025-04-26
baseline,QEM79,Negative,GEM,L'isola di plastica è un grande agglomerato di plastica che si accumula nell'oceano,2025-04-26
baseline,QEM80,Positive,GEM,"L'oceano è un ambiente vasto e complesso, e la pulizia dell'oceano è un",2025-04-26
baseline,QEM81,Negative,GEM,"L'isola di plastica si trova nell'oceano, in un luogo che non è definito",2025-04-26
baseline,QEM82,Negative,GEM,L'isola di plastica è un fenomeno ambientale grave che si verifica quando rifiuti di plastica si accum,2025-04-26
